Run , DB Rows , Blob Size (Bytes) , Blob Type , DB Size (Bytes) , Total Write Time , Avrg. Write Time (s) , Write Time Deviation , Min Write Time (s) , Max Write Time (s) , Max Write Time Occurrance (%) , Most Common Write Time (s) , Write Time Increase
16 , 100 , 1000 , Random , 151552 , 00:00:0.949 , 0.009 , 0.0281 , 0.004 , 0.282 , 0 , 0.006 , 7.2E-5
17 , 100 , 1000 , Random , 151552 , 00:00:0.603 , 0.006 , 0.00136 , 0.004 , 0.012 , 0 , 0.006 , 8.31E-6
18 , 100 , 1000 , Random , 151552 , 00:00:0.632 , 0.006 , 0.00105 , 0.004 , 0.01 , 0 , 0.006 , -5.83E-6
19 , 100 , 1000 , Random , 151552 , 00:00:0.624 , 0.006 , 0.00178 , 0.005 , 0.015 , 0 , 0.006 , 1.26E-5
20 , 100 , 1000 , Random , 151552 , 00:00:0.562 , 0.006 , 0.0011 , 0.004 , 0.011 , 0 , 0.005 , 6.7E-6
21 , 100 , 1000 , Random , 151552 , 00:00:0.577 , 0.006 , 0.00165 , 0.004 , 0.014 , 0 , 0.005 , 2.89E-6
22 , 100 , 1000 , Random , 151552 , 00:00:0.622 , 0.006 , 0.00125 , 0.004 , 0.014 , 0 , 0.006 , 1.24E-5
23 , 100 , 1000 , Random , 151552 , 00:00:0.598 , 0.006 , 0.00158 , 0.004 , 0.016 , 0 , 0.006 , 1.04E-6
24 , 100 , 1000 , Random , 151552 , 00:00:0.609 , 0.006 , 0.00119 , 0.004 , 0.011 , 0 , 0.006 , 3.21E-6
25 , 100 , 1000 , Random , 151552 , 00:00:0.637 , 0.006 , 0.00154 , 0.004 , 0.015 , 0 , 0.006 , -4.53E-6
26 , 100 , 1000 , Random , 151552 , 00:00:0.575 , 0.006 , 8.04E-4 , 0.004 , 0.009 , 0 , 0.006 , 9.48E-6
27 , 100 , 1000 , Random , 151552 , 00:00:0.663 , 0.007 , 0.00147 , 0.005 , 0.015 , 0 , 0.006 , -4.63E-5
28 , 100 , 1000 , Random , 151552 , 00:00:0.56 , 0.006 , 0.00209 , 0.004 , 0.025 , 0 , 0.005 , 2.69E-5
29 , 100 , 1000 , Random , 151552 , 00:00:0.559 , 0.006 , 0.00125 , 0.004 , 0.011 , 0 , 0.005 , 6.15E-6
30 , 100 , 1000 , Random , 151552 , 00:00:0.618 , 0.006 , 8.42E-4 , 0.005 , 0.01 , 0 , 0.006 , 1.84E-5
31 , 100 , 1000 , Random , 151552 , 00:00:0.585 , 0.006 , 8.05E-4 , 0.004 , 0.008 , 0 , 0.006 , -8.68E-6
32 , 100 , 1000 , Random , 151552 , 00:00:0.609 , 0.006 , 0.00124 , 0.005 , 0.013 , 0 , 0.006 , -3.04E-5
33 , 100 , 1000 , Random , 151552 , 00:00:0.932 , 0.009 , 0.0268 , 0.004 , 0.248 , 0 , 0.006 , 6.85E-5
34 , 100 , 1000 , Random , 151552 , 00:00:0.649 , 0.006 , 0.0014 , 0.004 , 0.014 , 0 , 0.006 , -2.34E-6
35 , 100 , 1000 , Random , 151552 , 00:00:0.612 , 0.006 , 0.00142 , 0.004 , 0.014 , 0 , 0.006 , 3.84E-6
36 , 100 , 1000 , Random , 151552 , 00:00:0.615 , 0.006 , 0.00119 , 0.005 , 0.015 , 0 , 0.006 , -7.0E-5
37 , 100 , 1000 , Random , 151552 , 00:00:0.628 , 0.006 , 0.00199 , 0.004 , 0.023 , 0 , 0.006 , -6.53E-6
38 , 100 , 1000 , Random , 151552 , 00:00:0.575 , 0.006 , 0.00156 , 0.004 , 0.016 , 0 , 0.005 , -1.04E-5
39 , 100 , 1000 , Random , 151552 , 00:00:0.613 , 0.006 , 9.5E-4 , 0.005 , 0.009 , 0 , 0.006 , 3.79E-6
40 , 100 , 1000 , Random , 151552 , 00:00:0.642 , 0.006 , 0.00127 , 0.004 , 0.012 , 0 , 0.006 , -3.96E-6
41 , 100 , 1000 , Random , 151552 , 00:00:0.981 , 0.01 , 0.0259 , 0.004 , 0.231 , 0 , 0.006 , 9.22E-5
42 , 100 , 1000 , Random , 151552 , 00:00:0.612 , 0.006 , 0.00163 , 0.004 , 0.015 , 0 , 0.006 , 3.67E-6
43 , 100 , 1000 , Random , 151552 , 00:00:0.574 , 0.006 , 0.00136 , 0.004 , 0.011 , 0 , 0.005 , -3.73E-5
44 , 100 , 1000 , Random , 151552 , 00:00:0.558 , 0.006 , 0.00145 , 0.004 , 0.014 , 0 , 0.005 , -7.85E-7
45 , 100 , 1000 , Random , 151552 , 00:00:0.511 , 0.005 , 7.62E-4 , 0.004 , 0.008 , 0 , 0.005 , 1.0E-5
46 , 100 , 1000 , Random , 151552 , 00:00:0.604 , 0.006 , 0.00272 , 0.004 , 0.029 , 0 , 0.006 , 2.43E-6
47 , 100 , 1000 , Random , 151552 , 00:00:0.557 , 0.006 , 0.0014 , 0.004 , 0.012 , 0 , 0.005 , -2.12E-5
48 , 100 , 1000 , Random , 151552 , 00:00:0.606 , 0.006 , 0.00166 , 0.004 , 0.013 , 0 , 0.005 , 1.57E-5
49 , 100 , 1000 , Random , 151552 , 00:00:0.581 , 0.006 , 0.0015 , 0.004 , 0.011 , 0 , 0.005 , -1.6E-5
50 , 100 , 1000 , Random , 151552 , 00:00:0.589 , 0.006 , 0.00164 , 0.004 , 0.015 , 0 , 0.005 , 5.55E-6
