Run , DB Rows , Blob Size (Bytes) , Blob Type , DB Size (Bytes) , Total Write Time , Avrg. Write Time (s) , Write Time Deviation , Min Write Time (s) , Max Write Time (s) , Max Write Time Occurrance (%) , Most Common Write Time (s) , Write Time Increase
16 , 100 , 100 , Random , 32768 , 00:00:0.523 , 0.005 , 0.00126 , 0.003 , 0.015 , 0 , 0.005 , 1.22E-5
17 , 100 , 100 , Random , 32768 , 00:00:0.546 , 0.005 , 0.00183 , 0.004 , 0.02 , 0 , 0.005 , -3.7E-5
18 , 100 , 100 , Random , 32768 , 00:00:0.57 , 0.006 , 0.00201 , 0.004 , 0.016 , 0 , 0.005 , 8.61E-6
19 , 100 , 100 , Random , 32768 , 00:00:0.554 , 0.006 , 0.00137 , 0.004 , 0.012 , 0 , 0.005 , 1.91E-5
20 , 100 , 100 , Random , 32768 , 00:00:0.564 , 0.006 , 0.00157 , 0.004 , 0.011 , 0 , 0.005 , 2.26E-7
21 , 100 , 100 , Random , 32768 , 00:00:0.518 , 0.005 , 0.0014 , 0.003 , 0.013 , 0 , 0.005 , -8.85E-6
22 , 100 , 100 , Random , 32768 , 00:00:0.807 , 0.008 , 0.0242 , 0.003 , 0.247 , 0 , 0.005 , 4.29E-5
23 , 100 , 100 , Random , 32768 , 00:00:0.569 , 0.006 , 0.00168 , 0.004 , 0.014 , 0 , 0.005 , -8.59E-5
24 , 100 , 100 , Random , 32768 , 00:00:0.658 , 0.007 , 0.0112 , 0.004 , 0.117 , 0 , 0.005 , 2.6E-5
25 , 100 , 100 , Random , 32768 , 00:00:0.637 , 0.006 , 0.00346 , 0.004 , 0.036 , 0 , 0.005 , 1.52E-5
26 , 100 , 100 , Random , 32768 , 00:00:0.573 , 0.006 , 0.00158 , 0.004 , 0.015 , 0 , 0.005 , 2.26E-5
27 , 100 , 100 , Random , 32768 , 00:00:0.586 , 0.006 , 0.00199 , 0.004 , 0.017 , 0 , 0.005 , -1.5E-5
28 , 100 , 100 , Random , 32768 , 00:00:0.506 , 0.005 , 0.00157 , 0.003 , 0.013 , 0 , 0.005 , -2.34E-5
29 , 100 , 100 , Random , 32768 , 00:00:0.531 , 0.005 , 7.98E-4 , 0.004 , 0.008 , 0 , 0.005 , 4.95E-7
30 , 100 , 100 , Random , 32768 , 00:00:0.56 , 0.006 , 0.00138 , 0.004 , 0.011 , 0 , 0.005 , 6.35E-6
31 , 100 , 100 , Random , 32768 , 00:00:0.81 , 0.008 , 0.0215 , 0.003 , 0.218 , 0 , 0.005 , 2.31E-5
32 , 100 , 100 , Random , 32768 , 00:00:0.547 , 0.005 , 0.00123 , 0.004 , 0.013 , 0 , 0.005 , -2.58E-6
33 , 100 , 100 , Random , 32768 , 00:00:0.615 , 0.006 , 0.00181 , 0.004 , 0.015 , 0 , 0.005 , 1.76E-5
34 , 100 , 100 , Random , 32768 , 00:00:0.562 , 0.006 , 0.00163 , 0.004 , 0.012 , 0 , 0.005 , -6.56E-6
35 , 100 , 100 , Random , 32768 , 00:00:0.557 , 0.006 , 0.00134 , 0.004 , 0.011 , 0 , 0.005 , 1.26E-5
36 , 100 , 100 , Random , 32768 , 00:00:0.783 , 0.008 , 0.0186 , 0.004 , 0.187 , 0 , 0.005 , 5.84E-5
37 , 100 , 100 , Random , 32768 , 00:00:0.571 , 0.006 , 0.00153 , 0.004 , 0.013 , 0 , 0.005 , -4.85E-6
38 , 100 , 100 , Random , 32768 , 00:00:0.537 , 0.005 , 0.00125 , 0.004 , 0.012 , 0 , 0.005 , 9.31E-6
39 , 100 , 100 , Random , 32768 , 00:00:0.596 , 0.006 , 0.00177 , 0.004 , 0.013 , 0 , 0.005 , 2.07E-5
40 , 100 , 100 , Random , 32768 , 00:00:0.582 , 0.006 , 0.00186 , 0.003 , 0.014 , 0 , 0.005 , 4.05E-6
41 , 100 , 100 , Random , 32768 , 00:00:0.548 , 0.005 , 0.00157 , 0.003 , 0.011 , 0 , 0.005 , 1.77E-5
42 , 100 , 100 , Random , 32768 , 00:00:0.545 , 0.005 , 0.00112 , 0.004 , 0.014 , 0 , 0.005 , 3.36E-6
43 , 100 , 100 , Random , 32768 , 00:00:0.563 , 0.006 , 0.00139 , 0.004 , 0.01 , 0 , 0.005 , -2.68E-5
44 , 100 , 100 , Random , 32768 , 00:00:0.578 , 0.006 , 0.00161 , 0.004 , 0.012 , 0 , 0.005 , 9.81E-6
45 , 100 , 100 , Random , 32768 , 00:00:0.861 , 0.009 , 0.0203 , 0.004 , 0.196 , 0 , 0.005 , 7.4E-5
46 , 100 , 100 , Random , 32768 , 00:00:0.603 , 0.006 , 0.00219 , 0.004 , 0.019 , 0 , 0.006 , -4.69E-6
47 , 100 , 100 , Random , 32768 , 00:00:0.53 , 0.005 , 0.00111 , 0.004 , 0.011 , 0 , 0.005 , -3.28E-5
48 , 100 , 100 , Random , 32768 , 00:00:0.538 , 0.005 , 8.44E-4 , 0.004 , 0.009 , 0 , 0.005 , -1.15E-5
49 , 100 , 100 , Random , 32768 , 00:00:0.539 , 0.005 , 0.0015 , 0.003 , 0.013 , 0 , 0.005 , 2.2E-6
50 , 100 , 100 , Random , 32768 , 00:00:0.581 , 0.006 , 0.00159 , 0.004 , 0.012 , 0 , 0.005 , 1.74E-5
