Run , DB Rows , Blob Size (Bytes) , Blob Type , DB Size (Bytes) , Total Write Time , Avrg. Write Time (s) , Write Time Deviation , Min Write Time (s) , Max Write Time (s) , Max Write Time Occurrance (%) , Most Common Write Time (s) , Write Time Increase
17 , 100 , 10000 , Random , 1056768 , 00:00:0.663 , 0.007 , 0.00106 , 0.005 , 0.012 , 0 , 0.006 , -6.05E-6
18 , 100 , 10000 , Random , 1056768 , 00:00:1.035 , 0.01 , 0.0369 , 0.005 , 0.376 , 0 , 0.007 , 8.26E-5
19 , 100 , 10000 , Random , 1056768 , 00:00:0.648 , 0.006 , 0.00125 , 0.005 , 0.013 , 0 , 0.007 , -2.02E-6
20 , 100 , 10000 , Random , 1056768 , 00:00:0.653 , 0.007 , 0.00101 , 0.005 , 0.011 , 0 , 0.007 , -1.61E-6
21 , 100 , 10000 , Random , 1056768 , 00:00:0.629 , 0.006 , 0.00125 , 0.005 , 0.012 , 0 , 0.006 , 4.04E-7
22 , 100 , 10000 , Random , 1056768 , 00:00:1.043 , 0.01 , 0.0262 , 0.005 , 0.223 , 0 , 0.006 , 6.38E-5
23 , 100 , 10000 , Random , 1056768 , 00:00:0.654 , 0.007 , 0.00121 , 0.005 , 0.013 , 0 , 0.007 , 1.89E-5
24 , 100 , 10000 , Random , 1056768 , 00:00:0.637 , 0.006 , 0.00132 , 0.005 , 0.013 , 0 , 0.006 , 8.78E-6
25 , 100 , 10000 , Random , 1056768 , 00:00:0.667 , 0.007 , 0.00148 , 0.005 , 0.014 , 0 , 0.006 , 8.09E-6
26 , 100 , 10000 , Random , 1056768 , 00:00:1.068 , 0.011 , 0.0275 , 0.005 , 0.245 , 0 , 0.007 , 7.56E-5
27 , 100 , 10000 , Random , 1056768 , 00:00:0.655 , 0.007 , 9.09E-4 , 0.005 , 0.011 , 0 , 0.007 , -1.13E-6
28 , 100 , 10000 , Random , 1056768 , 00:00:0.586 , 0.006 , 0.00128 , 0.005 , 0.012 , 0 , 0.005 , -1.51E-5
29 , 100 , 10000 , Random , 1056768 , 00:00:0.631 , 0.006 , 8.96E-4 , 0.004 , 0.01 , 0 , 0.006 , -5.82E-6
30 , 100 , 10000 , Random , 1056768 , 00:00:0.645 , 0.006 , 0.00127 , 0.005 , 0.012 , 0 , 0.006 , -2.3E-5
31 , 100 , 10000 , Random , 1056768 , 00:00:0.634 , 0.006 , 8.88E-4 , 0.005 , 0.009 , 0 , 0.006 , -5.4E-6
32 , 100 , 10000 , Random , 1056768 , 00:00:0.64 , 0.006 , 0.00118 , 0.004 , 0.012 , 0 , 0.006 , 2.56E-6
33 , 100 , 10000 , Random , 1056768 , 00:00:0.674 , 0.007 , 0.00238 , 0.005 , 0.027 , 0 , 0.006 , 2.59E-6
34 , 100 , 10000 , Random , 1056768 , 00:00:0.739 , 0.007 , 0.0138 , 0.004 , 0.143 , 0 , 0.005 , 8.49E-6
35 , 100 , 10000 , Random , 1056768 , 00:00:0.656 , 0.007 , 0.00142 , 0.005 , 0.016 , 0 , 0.006 , 1.29E-5
36 , 100 , 10000 , Random , 1056768 , 00:00:0.63 , 0.006 , 0.00136 , 0.004 , 0.014 , 0 , 0.006 , 6.03E-7
37 , 100 , 10000 , Random , 1056768 , 00:00:0.647 , 0.006 , 0.00121 , 0.005 , 0.014 , 0 , 0.006 , -7.67E-5
38 , 100 , 10000 , Random , 1056768 , 00:00:0.691 , 0.007 , 0.00122 , 0.005 , 0.012 , 0 , 0.007 , 6.25E-6
39 , 100 , 10000 , Random , 1056768 , 00:00:0.677 , 0.007 , 8.73E-4 , 0.005 , 0.01 , 0 , 0.007 , -1.68E-5
40 , 100 , 10000 , Random , 1056768 , 00:00:0.675 , 0.007 , 0.00138 , 0.005 , 0.016 , 0 , 0.007 , -3.83E-6
41 , 100 , 10000 , Random , 1056768 , 00:00:0.989 , 0.01 , 0.0256 , 0.004 , 0.213 , 0 , 0.006 , 8.66E-5
42 , 100 , 10000 , Random , 1056768 , 00:00:0.609 , 0.006 , 0.0019 , 0.004 , 0.016 , 0 , 0.006 , 2.97E-6
43 , 100 , 10000 , Random , 1056768 , 00:00:0.577 , 0.006 , 8.45E-4 , 0.004 , 0.008 , 0 , 0.006 , 9.81E-6
44 , 100 , 10000 , Random , 1056768 , 00:00:0.593 , 0.006 , 0.00163 , 0.004 , 0.015 , 0 , 0.005 , 1.98E-5
45 , 100 , 10000 , Random , 1056768 , 00:00:0.609 , 0.006 , 0.00145 , 0.004 , 0.013 , 0 , 0.006 , -3.77E-6
46 , 100 , 10000 , Random , 1056768 , 00:00:0.594 , 0.006 , 0.00128 , 0.004 , 0.011 , 0 , 0.006 , 1.36E-5
47 , 100 , 10000 , Random , 1056768 , 00:00:0.56 , 0.006 , 8.79E-4 , 0.004 , 0.009 , 0 , 0.006 , -2.26E-7
48 , 100 , 10000 , Random , 1056768 , 00:00:0.541 , 0.005 , 8.22E-4 , 0.004 , 0.009 , 0 , 0.005 , 2.56E-6
49 , 100 , 10000 , Random , 1056768 , 00:00:0.621 , 0.006 , 9.6E-4 , 0.005 , 0.01 , 0 , 0.006 , -4.18E-5
50 , 100 , 10000 , Random , 1056768 , 00:00:0.625 , 0.006 , 8.39E-4 , 0.005 , 0.008 , 0 , 0.007 , -7.03E-6
