Run , DB Rows , Blob Size (Bytes) , Blob Type , DB Size (Bytes) , Total Write Time , Avrg. Write Time (s) , Write Time Deviation , Min Write Time (s) , Max Write Time (s) , Max Write Time Occurrance (%) , Most Common Write Time (s) , Write Time Increase
18 , 10000 , 1000 , Random , 13701120 , 00:2:58.453 , 0.018 , 0.00903 , 0.009 , 0.277 , 0 , 0.018 , 5.69E-7
19 , 10000 , 1000 , Random , 13701120 , 00:3:0.164 , 0.018 , 0.00843 , 0.009 , 0.275 , 0 , 0.019 , 1.07E-6
20 , 10000 , 1000 , Random , 13701120 , 00:2:56.747 , 0.018 , 0.00934 , 0.008 , 0.205 , 0 , 0.018 , 9.35E-7
21 , 10000 , 1000 , Random , 13701120 , 00:2:59.141 , 0.018 , 0.0084 , 0.008 , 0.209 , 0 , 0.019 , 1.05E-6
22 , 10000 , 1000 , Random , 13701120 , 00:3:16.953 , 0.02 , 0.00873 , 0.011 , 0.197 , 0 , 0.02 , 8.06E-7
23 , 10000 , 1000 , Random , 13701120 , 00:3:20.048 , 0.02 , 0.00902 , 0.012 , 0.192 , 0 , 0.02 , 1.13E-6
24 , 10000 , 1000 , Random , 13701120 , 00:3:19.817 , 0.02 , 0.00919 , 0.01 , 0.186 , 0 , 0.02 , 1.06E-6
25 , 10000 , 1000 , Random , 13701120 , 00:3:21.311 , 0.02 , 0.00769 , 0.01 , 0.178 , 0 , 0.021 , 8.93E-7
26 , 10000 , 1000 , Random , 13701120 , 00:3:20.801 , 0.02 , 0.00879 , 0.01 , 0.198 , 0 , 0.021 , 1.02E-6
27 , 10000 , 1000 , Random , 13701120 , 00:3:18.86 , 0.02 , 0.0091 , 0.009 , 0.192 , 0 , 0.021 , 1.18E-6
28 , 10000 , 1000 , Random , 13701120 , 00:3:22.279 , 0.02 , 0.00895 , 0.012 , 0.254 , 0 , 0.021 , 1.05E-6
29 , 10000 , 1000 , Random , 13701120 , 00:3:21.842 , 0.02 , 0.00812 , 0.011 , 0.183 , 0 , 0.021 , 2.37E-7
30 , 10000 , 1000 , Random , 13701120 , 00:3:21.187 , 0.02 , 0.00857 , 0.01 , 0.186 , 0 , 0.021 , 1.22E-6
31 , 10000 , 1000 , Random , 13701120 , 00:3:21.884 , 0.02 , 0.00928 , 0.01 , 0.258 , 0 , 0.021 , 1.1E-6
32 , 10000 , 1000 , Random , 13701120 , 00:3:23.362 , 0.02 , 0.00936 , 0.012 , 0.285 , 0 , 0.021 , 1.07E-6
33 , 10000 , 1000 , Random , 13701120 , 00:3:23.276 , 0.02 , 0.00914 , 0.011 , 0.28 , 0 , 0.021 , 9.99E-7
34 , 10000 , 1000 , Random , 13701120 , 1:2:22.068 , 0.374 , 0.00797 , 0.01 , 0.261 , 0 , 0.021 , -3.89E-6
35 , 10000 , 1000 , Random , 13701120 , 00:3:22.59 , 0.02 , 0.00775 , 0.012 , 0.175 , 0 , 0.021 , 9.19E-7
36 , 10000 , 1000 , Random , 13701120 , 00:3:21.598 , 0.02 , 0.00866 , 0.011 , 0.313 , 0 , 0.021 , 1.03E-6
37 , 10000 , 1000 , Random , 13701120 , 00:3:23.002 , 0.02 , 0.00928 , 0.012 , 0.267 , 0 , 0.021 , 7.94E-7
38 , 10000 , 1000 , Random , 13701120 , 00:3:21.649 , 0.02 , 0.00778 , 0.012 , 0.162 , 0 , 0.021 , 1.03E-6
39 , 10000 , 1000 , Random , 13701120 , 00:3:21.194 , 0.02 , 0.00891 , 0.01 , 0.255 , 0 , 0.021 , 8.24E-7
40 , 10000 , 1000 , Random , 13701120 , 00:3:21.985 , 0.02 , 0.0077 , 0.012 , 0.169 , 0 , 0.021 , 1.04E-6
41 , 10000 , 1000 , Random , 13701120 , 00:3:22.644 , 0.02 , 0.00798 , 0.011 , 0.182 , 0 , 0.021 , 1.12E-6
42 , 10000 , 1000 , Random , 13701120 , 00:3:21.175 , 0.02 , 0.00803 , 0.011 , 0.183 , 0 , 0.021 , 1.09E-6
43 , 10000 , 1000 , Random , 13701120 , 1:3:23.894 , 0.38 , 0.00851 , 0.011 , 0.191 , 0 , 0.021 , 9.45E-7
44 , 10000 , 1000 , Random , 13701120 , 00:3:23.478 , 0.02 , 0.0087 , 0.013 , 0.191 , 0 , 0.021 , 1.2E-6
45 , 10000 , 1000 , Random , 13701120 , 00:3:20.186 , 0.02 , 0.00831 , 0.01 , 0.21 , 0 , 0.021 , 1.07E-6
46 , 10000 , 1000 , Random , 13701120 , 00:3:24.028 , 0.02 , 0.00761 , 0.012 , 0.177 , 0 , 0.021 , 6.14E-7
47 , 10000 , 1000 , Random , 13701120 , 00:3:20.247 , 0.02 , 0.00881 , 0.011 , 0.225 , 0 , 0.021 , 1.01E-6
48 , 10000 , 1000 , Random , 13701120 , 00:3:21.12 , 0.02 , 0.00955 , 0.009 , 0.27 , 0 , 0.021 , 1.02E-6
49 , 10000 , 1000 , Random , 13701120 , 00:3:22.247 , 0.02 , 0.00885 , 0.012 , 0.273 , 0 , 0.021 , 9.79E-7
50 , 10000 , 1000 , Random , 13701120 , 00:3:23.441 , 0.02 , 0.00776 , 0.012 , 0.186 , 0 , 0.021 , 1.0E-6
